[21:46:27] Step 1   | Risk: 0.0546 | Alert: HEALTHY  | Failure: None            | Air: 299.6 | ProcT: 308.5 | RPM: 1492 | Torque: 38.7 | Wear: 50
[21:46:39] Step 13  | Risk: 0.5145 | Alert: HEALTHY  | Failure: None            | Air: 303.1 | ProcT: 312.1 | RPM: 1365 | Torque: 45.3 | Wear: 86
[21:46:40] Step 14  | Risk: 0.7945 | Alert: CRITICAL | Failure: TWF             | Air: 305.0 | ProcT: 316.2 | RPM: 1324 | Torque: 49.4 | Wear: 94
[21:46:41] Step 15  | Risk: 0.9897 | Alert: CRITICAL | Failure: TWF             | Air: 306.0 | ProcT: 317.8 | RPM: 1244 | Torque: 52.6 | Wear: 101
[21:46:42] Step 16  | Risk: 1.0000 | Alert: CRITICAL | Failure: TWF             | Air: 309.0 | ProcT: 318.0 | RPM: 1175 | Torque: 57.3 | Wear: 108
[21:46:43] Step 17  | Risk: 1.0000 | Alert: CRITICAL | Failure: TWF             | Air: 310.0 | ProcT: 320.2 | RPM: 1094 | Torque: 60.1 | Wear: 114
[21:46:44] Step 18  | Risk: 1.0000 | Alert: CRITICAL | Failure: TWF             | Air: 311.4 | ProcT: 321.7 | RPM: 1027 | Torque: 63.2 | Wear: 120
[21:46:45] Step 19  | Risk: 1.0000 | Alert: CRITICAL | Failure: TWF             | Air: 313.3 | ProcT: 323.3 | RPM: 963 | Torque: 66.5 | Wear: 125
[21:46:46] Step 20  | Risk: 1.0000 | Alert: CRITICAL | Failure: HDF             | Air: 315.0 | ProcT: 325.0 | RPM: 900 | Torque: 70.0 | Wear: 130
[21:47:06] --- Session Reset ---
[21:47:07] Step 1   | Risk: 0.0035 | Alert: HEALTHY  | Failure: None            | Air: 299.0 | ProcT: 310.9 | RPM: 1515 | Torque: 39.5 | Wear: 50
[21:47:08] Step 2   | Risk: 0.0018 | Alert: HEALTHY  | Failure: None            | Air: 299.0 | ProcT: 309.6 | RPM: 1452 | Torque: 41.3 | Wear: 52
[21:47:09] Step 3   | Risk: 0.0015 | Alert: HEALTHY  | Failure: None            | Air: 298.3 | ProcT: 309.0 | RPM: 1540 | Torque: 41.6 | Wear: 54
[21:47:10] Step 4   | Risk: 0.3289 | Alert: HEALTHY  | Failure: None            | Air: 300.9 | ProcT: 311.7 | RPM: 1519 | Torque: 38.1 | Wear: 56
[21:47:11] Step 5   | Risk: 0.3336 | Alert: HEALTHY  | Failure: None            | Air: 299.2 | ProcT: 311.0 | RPM: 1466 | Torque: 41.9 | Wear: 58
[21:47:12] Step 6   | Risk: 0.3337 | Alert: HEALTHY  | Failure: None            | Air: 300.7 | ProcT: 308.1 | RPM: 1497 | Torque: 39.5 | Wear: 60
[21:47:13] Step 7   | Risk: 0.3383 | Alert: HEALTHY  | Failure: None            | Air: 301.9 | ProcT: 311.1 | RPM: 1451 | Torque: 39.0 | Wear: 62
[21:47:14] Step 8   | Risk: 0.3341 | Alert: HEALTHY  | Failure: None            | Air: 299.3 | ProcT: 309.9 | RPM: 1516 | Torque: 38.0 | Wear: 64
[21:47:15] Step 9   | Risk: 0.5921 | Alert: HEALTHY  | Failure: None            | Air: 299.8 | ProcT: 311.4 | RPM: 1539 | Torque: 38.4 | Wear: 66
[21:47:16] Step 10  | Risk: 0.3794 | Alert: HEALTHY  | Failure: None            | Air: 300.6 | ProcT: 311.2 | RPM: 1495 | Torque: 40.9 | Wear: 68
[21:47:17] Step 11  | Risk: 0.3840 | Alert: HEALTHY  | Failure: None            | Air: 302.0 | ProcT: 309.7 | RPM: 1512 | Torque: 40.9 | Wear: 70
[21:47:18] Step 12  | Risk: 0.3919 | Alert: HEALTHY  | Failure: None            | Air: 301.5 | ProcT: 310.7 | RPM: 1482 | Torque: 38.0 | Wear: 72
[21:47:19] Step 13  | Risk: 0.2792 | Alert: HEALTHY  | Failure: None            | Air: 298.7 | ProcT: 310.6 | RPM: 1473 | Torque: 41.4 | Wear: 74
[21:47:20] Step 14  | Risk: 0.2904 | Alert: HEALTHY  | Failure: None            | Air: 300.2 | ProcT: 310.5 | RPM: 1486 | Torque: 39.1 | Wear: 76
[21:47:21] Step 15  | Risk: 0.3060 | Alert: HEALTHY  | Failure: None            | Air: 301.9 | ProcT: 311.3 | RPM: 1437 | Torque: 43.8 | Wear: 87
[21:47:22] Step 16  | Risk: 0.6316 | Alert: WARNING  | Failure: TWF             | Air: 304.9 | ProcT: 313.8 | RPM: 1276 | Torque: 50.8 | Wear: 97
[21:47:23] Step 17  | Risk: 0.9486 | Alert: CRITICAL | Failure: TWF             | Air: 308.3 | ProcT: 318.5 | RPM: 1182 | Torque: 54.6 | Wear: 106
[21:47:24] Step 18  | Risk: 1.0000 | Alert: CRITICAL | Failure: TWF             | Air: 309.7 | ProcT: 320.3 | RPM: 1105 | Torque: 60.6 | Wear: 115
[21:47:25] Step 19  | Risk: 1.0000 | Alert: CRITICAL | Failure: TWF             | Air: 312.2 | ProcT: 322.7 | RPM: 1004 | Torque: 64.7 | Wear: 123
[21:47:26] Step 20  | Risk: 1.0000 | Alert: CRITICAL | Failure: TWF             | Air: 315.0 | ProcT: 325.0 | RPM: 900 | Torque: 70.0 | Wear: 130
[21:47:30] --- Session Reset ---
[21:47:31] Step 1   | Risk: 0.0064 | Alert: HEALTHY  | Failure: None            | Air: 300.3 | ProcT: 311.6 | RPM: 1526 | Torque: 39.4 | Wear: 50
[21:47:32] Step 2   | Risk: 0.0032 | Alert: HEALTHY  | Failure: None            | Air: 300.3 | ProcT: 309.0 | RPM: 1472 | Torque: 39.7 | Wear: 52
[21:47:33] Step 3   | Risk: 0.0022 | Alert: HEALTHY  | Failure: None            | Air: 299.1 | ProcT: 308.2 | RPM: 1503 | Torque: 41.1 | Wear: 54
[21:47:34] Step 4   | Risk: 0.0338 | Alert: HEALTHY  | Failure: None            | Air: 300.2 | ProcT: 309.0 | RPM: 1478 | Torque: 40.4 | Wear: 56
[21:47:35] Step 5   | Risk: 0.1375 | Alert: HEALTHY  | Failure: None            | Air: 301.4 | ProcT: 309.5 | RPM: 1466 | Torque: 39.3 | Wear: 58
[21:47:36] Step 6   | Risk: 0.4688 | Alert: HEALTHY  | Failure: None            | Air: 301.1 | ProcT: 311.7 | RPM: 1531 | Torque: 41.0 | Wear: 60
[21:47:37] Step 7   | Risk: 0.4476 | Alert: HEALTHY  | Failure: None            | Air: 298.6 | ProcT: 310.9 | RPM: 1459 | Torque: 38.8 | Wear: 62
[21:47:38] Step 8   | Risk: 0.6485 | Alert: WARNING  | Failure: TWF             | Air: 302.6 | ProcT: 310.8 | RPM: 1446 | Torque: 43.8 | Wear: 69
[21:47:39] Step 9   | Risk: 0.6502 | Alert: WARNING  | Failure: OSF             | Air: 302.3 | ProcT: 313.6 | RPM: 1433 | Torque: 45.6 | Wear: 76
[21:47:40] Step 10  | Risk: 0.7563 | Alert: WARNING  | Failure: TWF             | Air: 302.6 | ProcT: 312.6 | RPM: 1344 | Torque: 48.0 | Wear: 82
[21:47:41] Step 11  | Risk: 0.7850 | Alert: CRITICAL | Failure: TWF             | Air: 304.7 | ProcT: 313.7 | RPM: 1309 | Torque: 50.3 | Wear: 88
[21:47:42] Step 12  | Risk: 0.7852 | Alert: CRITICAL | Failure: OSF             | Air: 305.1 | ProcT: 315.7 | RPM: 1290 | Torque: 51.7 | Wear: 94
[21:47:43] Step 13  | Risk: 0.9999 | Alert: CRITICAL | Failure: TWF             | Air: 307.8 | ProcT: 317.3 | RPM: 1245 | Torque: 53.5 | Wear: 100
[21:47:44] Step 14  | Risk: 0.9999 | Alert: CRITICAL | Failure: TWF             | Air: 308.5 | ProcT: 317.3 | RPM: 1193 | Torque: 56.0 | Wear: 105
[21:47:45] Step 15  | Risk: 1.0000 | Alert: CRITICAL | Failure: HDF             | Air: 309.9 | ProcT: 319.5 | RPM: 1147 | Torque: 58.0 | Wear: 110
[21:47:46] Step 16  | Risk: 1.0000 | Alert: CRITICAL | Failure: TWF             | Air: 310.8 | ProcT: 320.1 | RPM: 1097 | Torque: 60.4 | Wear: 115
[21:47:47] Step 17  | Risk: 1.0000 | Alert: CRITICAL | Failure: HDF             | Air: 311.2 | ProcT: 321.4 | RPM: 1046 | Torque: 63.1 | Wear: 119
[21:47:48] Step 18  | Risk: 1.0000 | Alert: CRITICAL | Failure: HDF             | Air: 312.9 | ProcT: 322.5 | RPM: 1000 | Torque: 65.5 | Wear: 123
[21:47:49] Step 19  | Risk: 1.0000 | Alert: CRITICAL | Failure: HDF             | Air: 313.7 | ProcT: 323.9 | RPM: 946 | Torque: 67.6 | Wear: 127
[21:47:50] Step 20  | Risk: 1.0000 | Alert: CRITICAL | Failure: HDF             | Air: 315.0 | ProcT: 325.0 | RPM: 900 | Torque: 70.0 | Wear: 130
[21:49:27] --- Session Reset ---
[21:49:28] Step 1   | Risk: 0.0592 | Alert: HEALTHY  | Failure: None            | Air: 298.1 | ProcT: 308.3 | RPM: 1680 | Torque: 33.7 | Wear: 185
[21:49:29] Step 2   | Risk: 0.1047 | Alert: HEALTHY  | Failure: None            | Air: 297.8 | ProcT: 308.5 | RPM: 1448 | Torque: 40.0 | Wear: 192
[21:49:30] Step 3   | Risk: 0.2565 | Alert: HEALTHY  | Failure: None            | Air: 297.6 | ProcT: 309.2 | RPM: 1390 | Torque: 43.3 | Wear: 221
[21:49:31] Step 4   | Risk: 0.2454 | Alert: HEALTHY  | Failure: None            | Air: 297.5 | ProcT: 308.5 | RPM: 1546 | Torque: 40.4 | Wear: 129
[21:49:32] Step 5   | Risk: 0.3259 | Alert: HEALTHY  | Failure: None            | Air: 298.1 | ProcT: 308.5 | RPM: 1372 | Torque: 51.1 | Wear: 116
[21:49:33] Step 6   | Risk: 0.4096 | Alert: HEALTHY  | Failure: None            | Air: 298.9 | ProcT: 309.0 | RPM: 1924 | Torque: 22.6 | Wear: 193
[21:49:34] Step 7   | Risk: 0.4342 | Alert: HEALTHY  | Failure: None            | Air: 297.5 | ProcT: 308.2 | RPM: 2448 | Torque: 13.8 | Wear: 29
[21:49:35] Step 8   | Risk: 0.6303 | Alert: WARNING  | Failure: HDF             | Air: 298.8 | ProcT: 309.2 | RPM: 1452 | Torque: 48.6 | Wear: 98
[21:49:36] Step 9   | Risk: 0.3643 | Alert: HEALTHY  | Failure: None            | Air: 297.4 | ProcT: 308.6 | RPM: 1643 | Torque: 31.0 | Wear: 89
[21:49:37] Step 10  | Risk: 0.4268 | Alert: HEALTHY  | Failure: None            | Air: 298.2 | ProcT: 308.1 | RPM: 1306 | Torque: 58.3 | Wear: 35
[21:49:38] Step 11  | Risk: 0.4317 | Alert: HEALTHY  | Failure: None            | Air: 299.0 | ProcT: 308.6 | RPM: 1329 | Torque: 60.5 | Wear: 120
[21:49:39] Step 12  | Risk: 0.4834 | Alert: HEALTHY  | Failure: None            | Air: 298.4 | ProcT: 308.2 | RPM: 1850 | Torque: 27.0 | Wear: 194
[21:49:40] Step 13  | Risk: 0.5513 | Alert: HEALTHY  | Failure: None            | Air: 297.7 | ProcT: 309.5 | RPM: 2027 | Torque: 19.8 | Wear: 39
[21:49:41] Step 14  | Risk: 0.2323 | Alert: HEALTHY  | Failure: None            | Air: 297.4 | ProcT: 309.0 | RPM: 1833 | Torque: 22.6 | Wear: 161
[21:49:42] Step 15  | Risk: 0.1794 | Alert: HEALTHY  | Failure: None            | Air: 298.2 | ProcT: 308.3 | RPM: 1568 | Torque: 36.0 | Wear: 92
[21:50:09] --- Session Reset ---
[21:50:10] Step 1   | Risk: 0.0156 | Alert: HEALTHY  | Failure: None            | Air: 299.5 | ProcT: 309.6 | RPM: 1459 | Torque: 38.3 | Wear: 50
[21:50:11] Step 2   | Risk: 0.4572 | Alert: HEALTHY  | Failure: None            | Air: 301.9 | ProcT: 308.2 | RPM: 1480 | Torque: 39.5 | Wear: 52
[21:50:12] Step 3   | Risk: 0.6206 | Alert: WARNING  | Failure: HDF             | Air: 298.6 | ProcT: 310.7 | RPM: 1530 | Torque: 38.9 | Wear: 54
[21:50:13] Step 4   | Risk: 0.8336 | Alert: CRITICAL | Failure: TWF             | Air: 301.9 | ProcT: 309.5 | RPM: 1516 | Torque: 41.9 | Wear: 56
[21:50:14] Step 5   | Risk: 0.8586 | Alert: CRITICAL | Failure: TWF             | Air: 301.2 | ProcT: 311.0 | RPM: 1457 | Torque: 40.3 | Wear: 58
[21:50:15] Step 6   | Risk: 0.5960 | Alert: WARNING  | Failure: TWF             | Air: 299.4 | ProcT: 311.0 | RPM: 1490 | Torque: 41.7 | Wear: 60
[21:50:16] Step 7   | Risk: 0.3817 | Alert: HEALTHY  | Failure: None            | Air: 298.0 | ProcT: 310.4 | RPM: 1479 | Torque: 41.0 | Wear: 62
[21:50:17] Step 8   | Risk: 0.0822 | Alert: HEALTHY  | Failure: None            | Air: 301.5 | ProcT: 309.7 | RPM: 1546 | Torque: 38.2 | Wear: 64
[21:50:18] Step 9   | Risk: 0.0293 | Alert: HEALTHY  | Failure: None            | Air: 298.8 | ProcT: 308.4 | RPM: 1523 | Torque: 41.6 | Wear: 66
[21:50:19] Step 10  | Risk: 0.0379 | Alert: HEALTHY  | Failure: None            | Air: 299.0 | ProcT: 308.9 | RPM: 1461 | Torque: 38.2 | Wear: 68
[21:50:20] Step 11  | Risk: 0.3365 | Alert: HEALTHY  | Failure: None            | Air: 298.9 | ProcT: 311.7 | RPM: 1481 | Torque: 39.1 | Wear: 70
[21:50:21] Step 12  | Risk: 0.3363 | Alert: HEALTHY  | Failure: None            | Air: 300.9 | ProcT: 308.6 | RPM: 1489 | Torque: 39.9 | Wear: 72
[21:50:22] Step 13  | Risk: 0.6449 | Alert: WARNING  | Failure: OSF             | Air: 298.8 | ProcT: 311.4 | RPM: 1487 | Torque: 38.4 | Wear: 74
[21:50:23] Step 14  | Risk: 0.6545 | Alert: WARNING  | Failure: TWF             | Air: 302.8 | ProcT: 313.2 | RPM: 1395 | Torque: 44.7 | Wear: 84
[21:50:24] Step 15  | Risk: 0.9876 | Alert: CRITICAL | Failure: TWF             | Air: 305.3 | ProcT: 314.2 | RPM: 1327 | Torque: 47.2 | Wear: 93
[21:50:25] Step 16  | Risk: 0.9998 | Alert: CRITICAL | Failure: TWF             | Air: 306.1 | ProcT: 315.6 | RPM: 1244 | Torque: 53.2 | Wear: 101
[21:50:27] Step 17  | Risk: 1.0000 | Alert: CRITICAL | Failure: TWF             | Air: 309.3 | ProcT: 319.3 | RPM: 1140 | Torque: 56.4 | Wear: 109
[21:50:28] Step 18  | Risk: 1.0000 | Alert: CRITICAL | Failure: TWF             | Air: 311.1 | ProcT: 320.8 | RPM: 1058 | Torque: 61.5 | Wear: 117
[21:50:29] Step 19  | Risk: 1.0000 | Alert: CRITICAL | Failure: TWF             | Air: 312.6 | ProcT: 323.1 | RPM: 984 | Torque: 65.5 | Wear: 124
[21:50:30] Step 20  | Risk: 1.0000 | Alert: CRITICAL | Failure: TWF             | Air: 315.0 | ProcT: 325.0 | RPM: 900 | Torque: 70.0 | Wear: 130
[21:50:49] --- Session Reset ---
[21:50:50] Step 1   | Risk: 0.0432 | Alert: HEALTHY  | Failure: None            | Air: 299.6 | ProcT: 309.2 | RPM: 1459 | Torque: 41.8 | Wear: 50
[21:50:51] Step 2   | Risk: 0.5216 | Alert: HEALTHY  | Failure: None            | Air: 302.0 | ProcT: 311.9 | RPM: 1490 | Torque: 38.8 | Wear: 52
[21:50:52] Step 3   | Risk: 0.3499 | Alert: HEALTHY  | Failure: None            | Air: 298.9 | ProcT: 310.2 | RPM: 1539 | Torque: 39.3 | Wear: 54
[21:50:53] Step 4   | Risk: 0.6589 | Alert: WARNING  | Failure: TWF             | Air: 301.7 | ProcT: 311.3 | RPM: 1457 | Torque: 39.8 | Wear: 56
[21:50:54] Step 5   | Risk: 0.3303 | Alert: HEALTHY  | Failure: None            | Air: 299.0 | ProcT: 310.2 | RPM: 1466 | Torque: 41.1 | Wear: 58
[21:50:55] Step 6   | Risk: 0.3313 | Alert: HEALTHY  | Failure: None            | Air: 299.7 | ProcT: 310.2 | RPM: 1505 | Torque: 39.6 | Wear: 60
[21:50:56] Step 7   | Risk: 0.3192 | Alert: HEALTHY  | Failure: None            | Air: 300.9 | ProcT: 311.8 | RPM: 1492 | Torque: 40.4 | Wear: 62
[21:50:57] Step 8   | Risk: 0.3398 | Alert: HEALTHY  | Failure: None            | Air: 302.6 | ProcT: 310.8 | RPM: 1424 | Torque: 41.7 | Wear: 69
[21:50:58] Step 9   | Risk: 0.6662 | Alert: WARNING  | Failure: TWF             | Air: 303.5 | ProcT: 311.1 | RPM: 1397 | Torque: 44.3 | Wear: 76
[21:50:59] Step 10  | Risk: 0.6880 | Alert: WARNING  | Failure: TWF             | Air: 304.0 | ProcT: 312.4 | RPM: 1365 | Torque: 47.1 | Wear: 82
[21:51:00] Step 11  | Risk: 0.9960 | Alert: CRITICAL | Failure: TWF             | Air: 305.5 | ProcT: 315.9 | RPM: 1344 | Torque: 49.3 | Wear: 88
[21:51:01] Step 12  | Risk: 0.9995 | Alert: CRITICAL | Failure: TWF             | Air: 306.7 | ProcT: 315.4 | RPM: 1273 | Torque: 52.5 | Wear: 94
[21:51:02] Step 13  | Risk: 0.9997 | Alert: CRITICAL | Failure: OSF             | Air: 307.7 | ProcT: 317.8 | RPM: 1197 | Torque: 53.9 | Wear: 100
[21:51:03] Step 14  | Risk: 0.9996 | Alert: CRITICAL | Failure: TWF             | Air: 308.2 | ProcT: 318.1 | RPM: 1172 | Torque: 56.6 | Wear: 105
[21:51:04] Step 15  | Risk: 0.9997 | Alert: CRITICAL | Failure: HDF             | Air: 309.3 | ProcT: 318.7 | RPM: 1122 | Torque: 58.4 | Wear: 110
[21:51:05] Step 16  | Risk: 0.9997 | Alert: CRITICAL | Failure: HDF             | Air: 309.9 | ProcT: 319.9 | RPM: 1082 | Torque: 60.6 | Wear: 115
[21:51:06] Step 17  | Risk: 0.9997 | Alert: CRITICAL | Failure: HDF             | Air: 311.7 | ProcT: 321.6 | RPM: 1041 | Torque: 62.8 | Wear: 119
[21:51:07] Step 18  | Risk: 0.9999 | Alert: CRITICAL | Failure: HDF             | Air: 312.8 | ProcT: 322.7 | RPM: 995 | Torque: 65.6 | Wear: 123
[21:51:08] Step 19  | Risk: 1.0000 | Alert: CRITICAL | Failure: HDF             | Air: 314.0 | ProcT: 323.9 | RPM: 945 | Torque: 67.7 | Wear: 127
[21:51:09] Step 20  | Risk: 1.0000 | Alert: CRITICAL | Failure: HDF             | Air: 315.0 | ProcT: 325.0 | RPM: 900 | Torque: 70.0 | Wear: 130
[23:44:59] --- Session Reset ---
[23:45:01] Step 1   | Risk: 0.0043 | Alert: HEALTHY  | Failure: None            | Air: 299.5 | ProcT: 311.4 | RPM: 1455 | Torque: 41.3 | Wear: 50
[23:45:02] Step 2   | Risk: 0.3386 | Alert: HEALTHY  | Failure: None            | Air: 301.9 | ProcT: 310.0 | RPM: 1470 | Torque: 42.0 | Wear: 52
[23:45:03] Step 3   | Risk: 0.2522 | Alert: HEALTHY  | Failure: None            | Air: 300.4 | ProcT: 310.0 | RPM: 1485 | Torque: 38.4 | Wear: 54
[23:45:05] Step 4   | Risk: 0.2518 | Alert: HEALTHY  | Failure: None            | Air: 300.2 | ProcT: 308.2 | RPM: 1484 | Torque: 41.3 | Wear: 56
[23:45:06] Step 5   | Risk: 0.2758 | Alert: HEALTHY  | Failure: None            | Air: 301.8 | ProcT: 309.1 | RPM: 1462 | Torque: 39.5 | Wear: 58
[23:45:08] Step 6   | Risk: 0.5159 | Alert: HEALTHY  | Failure: None            | Air: 299.8 | ProcT: 311.0 | RPM: 1522 | Torque: 40.7 | Wear: 60
[23:45:10] Step 7   | Risk: 0.5614 | Alert: HEALTHY  | Failure: None            | Air: 298.8 | ProcT: 311.5 | RPM: 1534 | Torque: 38.2 | Wear: 62
[23:45:11] Step 8   | Risk: 0.3135 | Alert: HEALTHY  | Failure: None            | Air: 299.5 | ProcT: 308.8 | RPM: 1544 | Torque: 38.7 | Wear: 64
[23:45:13] Step 9   | Risk: 0.3032 | Alert: HEALTHY  | Failure: None            | Air: 298.6 | ProcT: 311.7 | RPM: 1498 | Torque: 39.8 | Wear: 66
[23:45:15] Step 10  | Risk: 0.2568 | Alert: HEALTHY  | Failure: None            | Air: 299.1 | ProcT: 309.1 | RPM: 1529 | Torque: 40.1 | Wear: 68
[23:45:16] Step 11  | Risk: 0.5841 | Alert: HEALTHY  | Failure: None            | Air: 303.2 | ProcT: 310.2 | RPM: 1413 | Torque: 42.0 | Wear: 76
[23:45:18] Step 12  | Risk: 0.6610 | Alert: WARNING  | Failure: TWF             | Air: 303.0 | ProcT: 312.4 | RPM: 1342 | Torque: 45.9 | Wear: 84
[23:45:19] Step 13  | Risk: 0.9944 | Alert: CRITICAL | Failure: TWF             | Air: 305.6 | ProcT: 315.7 | RPM: 1297 | Torque: 48.7 | Wear: 91
[23:45:20] Step 14  | Risk: 1.0000 | Alert: CRITICAL | Failure: TWF             | Air: 305.1 | ProcT: 316.2 | RPM: 1261 | Torque: 52.2 | Wear: 98
[23:45:21] Step 15  | Risk: 1.0000 | Alert: CRITICAL | Failure: TWF             | Air: 307.0 | ProcT: 317.0 | RPM: 1214 | Torque: 54.3 | Wear: 104
[23:45:22] Step 16  | Risk: 1.0000 | Alert: CRITICAL | Failure: TWF             | Air: 309.3 | ProcT: 319.7 | RPM: 1133 | Torque: 57.5 | Wear: 110
[23:45:24] Step 17  | Risk: 1.0000 | Alert: CRITICAL | Failure: TWF             | Air: 310.4 | ProcT: 320.7 | RPM: 1073 | Torque: 61.4 | Wear: 116
[23:45:26] Step 18  | Risk: 1.0000 | Alert: CRITICAL | Failure: TWF             | Air: 312.0 | ProcT: 322.3 | RPM: 1022 | Torque: 64.3 | Wear: 121
[23:45:27] Step 19  | Risk: 1.0000 | Alert: CRITICAL | Failure: TWF             | Air: 313.7 | ProcT: 323.3 | RPM: 957 | Torque: 66.9 | Wear: 126
[23:45:28] Step 20  | Risk: 1.0000 | Alert: CRITICAL | Failure: HDF             | Air: 315.0 | ProcT: 325.0 | RPM: 900 | Torque: 70.0 | Wear: 130
[23:47:42] --- Session Reset ---
[23:47:43] Step 1   | Risk: 0.0053 | Alert: HEALTHY  | Failure: None            | Air: 300.1 | ProcT: 311.8 | RPM: 1450 | Torque: 41.4 | Wear: 50
[23:47:44] Step 2   | Risk: 0.0027 | Alert: HEALTHY  | Failure: None            | Air: 299.9 | ProcT: 310.8 | RPM: 1465 | Torque: 38.9 | Wear: 52
[23:47:46] Step 3   | Risk: 0.0019 | Alert: HEALTHY  | Failure: None            | Air: 300.7 | ProcT: 308.4 | RPM: 1461 | Torque: 40.5 | Wear: 54
[23:47:47] Step 4   | Risk: 0.0014 | Alert: HEALTHY  | Failure: None            | Air: 298.8 | ProcT: 308.4 | RPM: 1532 | Torque: 38.8 | Wear: 56
[23:47:49] Step 5   | Risk: 0.1207 | Alert: HEALTHY  | Failure: None            | Air: 300.2 | ProcT: 309.9 | RPM: 1491 | Torque: 38.2 | Wear: 58
[23:47:50] Step 6   | Risk: 0.4128 | Alert: HEALTHY  | Failure: None            | Air: 301.5 | ProcT: 310.8 | RPM: 1520 | Torque: 40.3 | Wear: 60
[23:47:52] Step 7   | Risk: 0.4181 | Alert: HEALTHY  | Failure: None            | Air: 300.1 | ProcT: 309.2 | RPM: 1498 | Torque: 41.1 | Wear: 62
[23:47:53] Step 8   | Risk: 0.5292 | Alert: HEALTHY  | Failure: None            | Air: 300.6 | ProcT: 309.7 | RPM: 1459 | Torque: 39.4 | Wear: 64
[23:47:54] Step 9   | Risk: 0.4944 | Alert: HEALTHY  | Failure: None            | Air: 298.6 | ProcT: 311.8 | RPM: 1505 | Torque: 41.6 | Wear: 66
[23:47:55] Step 10  | Risk: 0.4878 | Alert: WARNING  | Failure: TWF             | Air: 298.7 | ProcT: 308.2 | RPM: 1506 | Torque: 39.7 | Wear: 68
[23:47:57] Step 11  | Risk: 0.5706 | Alert: WARNING  | Failure: HDF             | Air: 301.4 | ProcT: 309.9 | RPM: 1481 | Torque: 39.1 | Wear: 70
[23:47:58] Step 12  | Risk: 0.6466 | Alert: WARNING  | Failure: OSF             | Air: 302.3 | ProcT: 313.1 | RPM: 1411 | Torque: 43.5 | Wear: 78
[23:48:00] Step 13  | Risk: 0.9798 | Alert: CRITICAL | Failure: TWF             | Air: 303.1 | ProcT: 314.7 | RPM: 1381 | Torque: 46.5 | Wear: 86
[23:48:01] Step 14  | Risk: 0.9997 | Alert: CRITICAL | Failure: TWF             | Air: 306.1 | ProcT: 313.8 | RPM: 1290 | Torque: 50.9 | Wear: 94
[23:48:02] Step 15  | Risk: 0.9998 | Alert: CRITICAL | Failure: OSF             | Air: 306.2 | ProcT: 317.3 | RPM: 1219 | Torque: 53.8 | Wear: 101
[23:48:04] Step 16  | Risk: 1.0000 | Alert: CRITICAL | Failure: TWF             | Air: 308.5 | ProcT: 318.5 | RPM: 1150 | Torque: 56.8 | Wear: 108
[23:48:05] Step 17  | Risk: 1.0000 | Alert: CRITICAL | Failure: TWF             | Air: 309.5 | ProcT: 320.1 | RPM: 1088 | Torque: 59.7 | Wear: 114
[23:48:07] Step 18  | Risk: 1.0000 | Alert: CRITICAL | Failure: TWF             | Air: 311.4 | ProcT: 321.8 | RPM: 1040 | Torque: 63.8 | Wear: 120
[23:48:08] Step 19  | Risk: 1.0000 | Alert: CRITICAL | Failure: TWF             | Air: 313.2 | ProcT: 323.5 | RPM: 967 | Torque: 66.5 | Wear: 125
